transaction_id,customer_id,region,amount,product
T0581,C00162,R019,11519,Scone
T0581,C00162,R019,3863,Sandwich
T0582,C00250,R012,3752,Sandwich
T0582,C00250,R012,7290,Espresso
T0583,C00227,R015,7489,Mocha
T0583,C00227,R015,8514,Scone
T0583,C00227,R015,8924,Muffin
T0584,C00742,R018,3237,Sandwich
T0584,C00742,R018,7814,Cappuccino
T0584,C00742,R018,10319,Croissant
T0585,C00112,R002,4097,Sandwich
T0585,C00112,R002,9497,Mocha
T0586,C00204,R030,5505,Latte
T0586,C00204,R030,9364,Cappuccino
T0586,C00204,R030,5246,Scone
T0587,C00380,R001,9762,Bagel
T0587,C00380,R001,10738,Mocha
T0588,C00150,R025,10790,Scone
T0588,C00150,R025,11374,Bagel
T0588,C00150,R025,7686,Latte
T0589,C00323,R026,9195,Muffin
T0589,C00323,R026,11466,Latte
T0589,C00323,R026,8486,Bagel
T0590,C00912,R011,11807,Croissant
T0590,C00912,R011,9377,Espresso
T0591,C00236,R007,6873,Cappuccino
T0591,C00236,R007,4427,Bagel
T0592,C00237,R014,6350,Bagel
T0592,C00237,R014,3647,Scone
T0592,C00237,R014,11991,Espresso
T0593,C00162,R015,11271,Croissant
T0593,C00162,R015,11376,Cappuccino
T0594,C00119,R019,6085,Latte
T0594,C00119,R019,5411,Bagel
T0595,C00017,R029,8384,Croissant
T0595,C00017,R029,4859,Sandwich
T0595,C00017,R029,7574,Espresso
T0596,C00187,R014,10956,Americano
T0596,C00187,R014,9304,Latte
T0596,C00187,R014,8875,Mocha
T0597,C00837,R001,5821,Scone
T0597,C00837,R001,4883,Sandwich
T0598,C00164,R018,10712,Espresso
T0598,C00164,R018,11465,Latte
T0598,C00164,R018,5767,Muffin
T0599,C00083,R001,9800,Muffin
T0599,C00083,R001,7377,Scone
T0599,C00083,R001,6178,Cappuccino
T0600,C00614,R021,4281,Cappuccino
T0600,C00614,R021,5056,Scone
T0600,C00614,R021,6583,Espresso
T0601,C00010,R012,4286,Bagel
T0601,C00010,R012,6893,Muffin
T0602,C00509,R009,4662,Espresso
T0602,C00509,R009,4468,Muffin
T0602,C00509,R009,10190,Sandwich
T0603,C00807,R009,9117,Americano
T0603,C00807,R009,8036,Croissant
T0603,C00807,R009,6424,Espresso
T0604,C00630,R005,3905,Bagel
T0604,C00630,R005,5837,Sandwich
T0605,C00058,R026,5937,Americano
T0605,C00058,R026,6242,Espresso
T0606,C00643,R019,10237,Bagel
T0606,C00643,R019,4701,Muffin
T0606,C00643,R019,10627,Scone
T0607,C00214,R024,9630,Cappuccino
T0607,C00214,R024,10019,Sandwich
T0607,C00214,R024,7162,Latte
T0608,C00290,R028,11327,Bagel
T0608,C00290,R028,11450,Espresso
T0608,C00290,R028,3059,Sandwich
T0609,C00976,R004,9163,Croissant
T0609,C00976,R004,11259,Mocha
T0609,C00976,R004,4413,Sandwich
T0610,C00568,R028,7517,Cappuccino
T0610,C00568,R028,3168,Sandwich
T0610,C00568,R028,6660,Americano
T0611,C00150,R015,10961,Espresso
T0611,C00150,R015,5525,Muffin
T0611,C00150,R015,6520,Scone
T0612,C00057,R005,7509,Bagel
T0612,C00057,R005,6609,Sandwich
T0612,C00057,R005,6192,Scone
T0613,C00769,R023,6128,Croissant
T0613,C00769,R023,4023,Muffin
T0613,C00769,R023,4186,Sandwich
T0614,C00641,R013,4638,Cappuccino
T0614,C00641,R013,3312,Americano
T0615,C00906,R006,8798,Americano
T0615,C00906,R006,4685,Latte
T0615,C00906,R006,3221,Muffin
T0616,C00192,R007,11321,Latte
T0616,C00192,R007,11986,Espresso
T0617,C00461,R001,7596,Scone
T0617,C00461,R001,6459,Mocha
T0617,C00461,R001,7363,Cappuccino
T0618,C00004,R012,9068,Espresso
T0618,C00004,R012,11044,Latte
T0619,C00770,R015,6450,Americano
T0619,C00770,R015,8655,Espresso
T0620,C00471,R026,9220,Scone
T0620,C00471,R026,7833,Espresso
T0621,C00551,R029,5567,Sandwich
T0621,C00551,R029,6117,Mocha
T0621,C00551,R029,4536,Bagel
T0622,C00702,R011,6137,Bagel
T0622,C00702,R011,10613,Sandwich
T0623,C00908,R023,8188,Croissant
T0623,C00908,R023,5856,Muffin
T0624,C00621,R025,7526,Americano
T0624,C00621,R025,10158,Muffin
T0624,C00621,R025,11228,Bagel
T0625,C00912,R015,8523,Americano
T0625,C00912,R015,8701,Sandwich
T0626,C00741,R026,7829,Sandwich
T0626,C00741,R026,9520,Scone
T0626,C00741,R026,8200,Cappuccino
T0627,C00643,R022,7512,Scone
T0627,C00643,R022,5468,Sandwich
T0627,C00643,R022,9289,Bagel
T0628,C00524,R019,7117,Bagel
T0628,C00524,R019,4409,Croissant
T0629,C00914,R017,10812,Latte
T0629,C00914,R017,4892,Sandwich
T0630,C00580,R015,11404,Cappuccino
T0630,C00580,R015,6319,Croissant
T0630,C00580,R015,10391,Mocha
T0631,C00411,R008,10465,Muffin
T0631,C00411,R008,11039,Cappuccino
T0632,C00666,R012,6642,Bagel
T0632,C00666,R012,11405,Mocha
T0632,C00666,R012,5314,Sandwich
T0633,C00944,R020,6319,Croissant
T0633,C00944,R020,11240,Bagel
T0633,C00944,R020,11314,Muffin
T0634,C00940,R002,6936,Mocha
T0634,C00940,R002,10509,Sandwich
T0635,C00391,R019,11961,Espresso
T0635,C00391,R019,11242,Muffin
T0636,C00855,R003,6921,Muffin
T0636,C00855,R003,5950,Latte
T0636,C00855,R003,6073,Croissant
T0637,C00202,R001,8415,Americano
T0637,C00202,R001,6235,Espresso
T0638,C00043,R022,8428,Scone
T0638,C00043,R022,6453,Espresso
T0639,C00140,R021,8934,Latte
T0639,C00140,R021,6200,Americano
T0639,C00140,R021,3057,Scone
T0640,C00355,R018,5342,Bagel
T0640,C00355,R018,6612,Americano
T0641,C00805,R004,9788,Espresso
T0641,C00805,R004,3929,Cappuccino
T0642,C00151,R004,3900,Cappuccino
T0642,C00151,R004,10097,Scone
T0643,C00104,R004,10187,Scone
T0643,C00104,R004,4649,Croissant
T0643,C00104,R004,8416,Cappuccino
T0644,C00785,R005,6081,Cappuccino
T0644,C00785,R005,5319,Croissant
T0645,C00782,R004,6510,Muffin
T0645,C00782,R004,11513,Bagel
T0645,C00782,R004,4340,Latte
T0646,C00205,R024,7833,Cappuccino
T0646,C00205,R024,9894,Mocha
T0646,C00205,R024,8032,Muffin
T0647,C00424,R029,10976,Muffin
T0647,C00424,R029,8662,Cappuccino
T0647,C00424,R029,11887,Mocha
T0648,C00351,R001,5969,Sandwich
T0648,C00351,R001,9390,Cappuccino
T0649,C00485,R026,11693,Muffin
T0649,C00485,R026,6787,Latte
T0649,C00485,R026,11861,Croissant
T0650,C00021,R028,3690,Mocha
T0650,C00021,R028,6928,Latte
T0650,C00021,R028,7193,Espresso
T0651,C00843,R025,11233,Americano
T0651,C00843,R025,6125,Croissant
T0652,C00928,R019,8792,Cappuccino
T0652,C00928,R019,11926,Sandwich
T0652,C00928,R019,6422,Bagel
T0653,C00902,R015,11789,Bagel
T0653,C00902,R015,7699,Espresso
T0654,C00640,R027,11588,Espresso
T0654,C00640,R027,9549,Scone
T0655,C00255,R006,3227,Americano
T0655,C00255,R006,6734,Muffin
T0655,C00255,R006,11266,Bagel
T0656,C00154,R012,9800,Espresso
T0656,C00154,R012,9925,Mocha
T0656,C00154,R012,5775,Latte
T0657,C00673,R008,8175,Espresso
T0657,C00673,R008,4241,Muffin
T0658,C00740,R017,11326,Latte
T0658,C00740,R017,3129,Bagel
T0658,C00740,R017,3841,Croissant
T0659,C00019,R007,9173,Bagel
T0659,C00019,R007,7555,Scone
T0659,C00019,R007,11915,Sandwich
T0660,C00043,R030,10360,Scone
T0660,C00043,R030,4438,Croissant
T0660,C00043,R030,11627,Sandwich
T0661,C00296,R011,9359,Americano
T0661,C00296,R011,6660,Espresso
T0662,C00860,R024,11131,Mocha
T0662,C00860,R024,7983,Bagel
T0662,C00860,R024,11933,Americano
T0663,C00177,R026,3926,Cappuccino
T0663,C00177,R026,8007,Bagel
T0664,C00206,R018,4828,Sandwich
T0664,C00206,R018,11151,Mocha
T0664,C00206,R018,11984,Latte
T0665,C00169,R028,9549,Scone
T0665,C00169,R028,10944,Espresso
T0665,C00169,R028,5973,Bagel
T0666,C00018,R021,5958,Sandwich
T0666,C00018,R021,5630,Muffin
T0667,C00054,R019,8202,Espresso
T0667,C00054,R019,4526,Mocha
T0668,C00917,R029,8629,Latte
T0668,C00917,R029,6592,Croissant
T0669,C00193,R011,10237,Latte
T0669,C00193,R011,8882,Muffin
T0670,C00136,R003,4335,Americano
T0670,C00136,R003,3950,Bagel
T0671,C00140,R021,8586,Croissant
T0671,C00140,R021,11818,Americano
T0671,C00140,R021,8554,Muffin
T0672,C00953,R022,3366,Americano
T0672,C00953,R022,4888,Croissant
T0672,C00953,R022,6511,Mocha
T0673,C00632,R022,5826,Sandwich
T0673,C00632,R022,10560,Cappuccino
T0674,C00160,R014,3101,Sandwich
T0674,C00160,R014,7290,Croissant
T0674,C00160,R014,5038,Bagel
T0675,C00801,R001,8736,Americano
T0675,C00801,R001,10193,Sandwich
T0675,C00801,R001,10030,Muffin
T0676,C00356,R012,7059,Americano
T0676,C00356,R012,4349,Mocha
T0676,C00356,R012,10531,Latte
T0677,C00519,R022,6700,Mocha
T0677,C00519,R022,6855,Latte
T0677,C00519,R022,8169,Americano
T0678,C00873,R016,11886,Croissant
T0678,C00873,R016,8221,Americano
T0679,C00863,R002,11460,Cappuccino
T0679,C00863,R002,7288,Latte
T0679,C00863,R002,5274,Sandwich
T0680,C00612,R024,9259,Sandwich
T0680,C00612,R024,7387,Muffin
T0681,C00221,R014,4225,Muffin
T0681,C00221,R014,9626,Americano
T0681,C00221,R014,8862,Espresso
T0682,C00339,R024,11300,Latte
T0682,C00339,R024,3766,Espresso
T0682,C00339,R024,10032,Cappuccino
T0683,C00744,R027,8887,Croissant
T0683,C00744,R027,11968,Espresso
T0683,C00744,R027,10427,Sandwich
T0684,C00231,R023,5245,Sandwich
T0684,C00231,R023,6014,Americano
T0685,C00751,R013,8972,Muffin
T0685,C00751,R013,4519,Sandwich
T0685,C00751,R013,8796,Americano
T0686,C00402,R014,6315,Bagel
T0686,C00402,R014,8750,Muffin
T0686,C00402,R014,10156,Americano
T0687,C00417,R004,3922,Espresso
T0687,C00417,R004,9152,Latte
T0688,C00866,R009,10540,Scone
T0688,C00866,R009,6349,Mocha
T0689,C00101,R006,10522,Sandwich
T0689,C00101,R006,9157,Latte
T0690,C00576,R011,9602,Bagel
T0690,C00576,R011,11518,Cappuccino
T0691,C00834,R023,7296,Sandwich
T0691,C00834,R023,4691,Cappuccino
T0691,C00834,R023,10392,Mocha
T0692,C00818,R010,3234,Bagel
T0692,C00818,R010,10219,Croissant
T0692,C00818,R010,8979,Americano
T0693,C00134,R016,10324,Mocha
T0693,C00134,R016,9238,Sandwich
T0694,C00753,R020,4224,Espresso
T0694,C00753,R020,9453,Muffin
T0695,C00302,R020,4550,Sandwich
T0695,C00302,R020,7719,Latte
T0695,C00302,R020,6137,Cappuccino
T0696,C00813,R015,4188,Cappuccino
T0696,C00813,R015,6817,Americano
T0696,C00813,R015,3510,Muffin
T0697,C00965,R010,11496,Croissant
T0697,C00965,R010,9675,Americano
T0698,C00542,R018,9747,Latte
T0698,C00542,R018,5145,Espresso
T0698,C00542,R018,4631,Sandwich
T0699,C00363,R019,10905,Mocha
T0699,C00363,R019,9572,Bagel
T0699,C00363,R019,8661,Cappuccino
T0700,C00766,R029,7367,Cappuccino
T0700,C00766,R029,7368,Sandwich
T0701,C00018,R027,3689,Bagel
T0701,C00018,R027,6309,Muffin
T0701,C00018,R027,5097,Cappuccino
T0702,C00406,R029,9103,Sandwich
T0702,C00406,R029,9714,Americano
T0703,C00546,R016,3047,Muffin
T0703,C00546,R016,9324,Espresso
T0704,C00952,R027,9980,Cappuccino
T0704,C00952,R027,5423,Bagel
T0705,C00938,R027,10000,Americano
T0705,C00938,R027,10605,Croissant
T0705,C00938,R027,9504,Scone
T0706,C00217,R005,11988,Americano
T0706,C00217,R005,11073,Bagel
T0706,C00217,R005,8389,Mocha
T0707,C00497,R026,10969,Americano
T0707,C00497,R026,4873,Muffin
T0707,C00497,R026,11686,Scone
T0708,C00873,R002,3517,Cappuccino
T0708,C00873,R002,10064,Scone
T0709,C00292,R020,3381,Espresso
T0709,C00292,R020,10577,Croissant
T0710,C00003,R026,8420,Muffin
T0710,C00003,R026,11786,Scone
T0711,C00554,R025,8401,Latte
T0711,C00554,R025,9828,Scone
T0712,C00576,R001,11986,Americano
T0712,C00576,R001,7059,Espresso
T0713,C00993,R026,8202,Sandwich
T0713,C00993,R026,11228,Cappuccino
T0714,C00071,R012,11206,Croissant
T0714,C00071,R012,4922,Latte
T0714,C00071,R012,5151,Mocha
T0715,C00009,R002,8290,Mocha
T0715,C00009,R002,9954,Americano
T0716,C00692,R012,8837,Bagel
T0716,C00692,R012,8964,Mocha
T0717,C00831,R019,4874,Latte
T0717,C00831,R019,6999,Mocha
T0717,C00831,R019,3066,Bagel
T0718,C00725,R017,10941,Sandwich
T0718,C00725,R017,4930,Croissant
T0718,C00725,R017,8207,Muffin
T0719,C00205,R022,7143,Mocha
T0719,C00205,R022,9302,Americano
T0720,C00274,R022,10980,Scone
T0720,C00274,R022,4786,Bagel
T0720,C00274,R022,10914,Cappuccino
T0721,C00521,R029,5831,Bagel
T0721,C00521,R029,9266,Croissant
T0722,C00229,R001,10333,Sandwich
T0722,C00229,R001,9313,Croissant
T0723,C00134,R005,4778,Muffin
T0723,C00134,R005,10928,Cappuccino
T0724,C00728,R028,11055,Americano
T0724,C00728,R028,3867,Croissant
T0725,C00915,R016,3314,Latte
T0725,C00915,R016,10167,Bagel
T0725,C00915,R016,8870,Espresso
T0726,C00552,R025,9761,Americano
T0726,C00552,R025,10594,Cappuccino
T0727,C00907,R005,9851,Latte
T0727,C00907,R005,9744,Bagel
T0727,C00907,R005,5543,Sandwich
T0728,C00427,R001,3105,Croissant
T0728,C00427,R001,3370,Cappuccino
T0729,C00702,R026,7492,Sandwich
T0729,C00702,R026,9757,Croissant
T0729,C00702,R026,9702,Latte
T0730,C00478,R006,11149,Cappuccino
T0730,C00478,R006,4454,Latte
T0731,C00369,R014,9102,Muffin
T0731,C00369,R014,11054,Cappuccino
T0731,C00369,R014,5785,Americano
T0732,C00578,R003,5146,Croissant
T0732,C00578,R003,10724,Americano
T0733,C00805,R007,9842,Espresso
T0733,C00805,R007,3277,Sandwich
T0733,C00805,R007,6836,Scone
T0734,C00319,R011,5367,Espresso
T0734,C00319,R011,6685,Scone
T0734,C00319,R011,10180,Americano
T0735,C00254,R012,7082,Espresso
T0735,C00254,R012,6346,Bagel
T0735,C00254,R012,4191,Muffin
T0736,C00862,R008,7152,Scone
T0736,C00862,R008,8718,Americano
T0736,C00862,R008,4993,Muffin
T0737,C00322,R005,11929,Espresso
T0737,C00322,R005,6124,Croissant
T0737,C00322,R005,6235,Bagel
T0738,C00584,R009,5457,Muffin
T0738,C00584,R009,9657,Bagel
T0738,C00584,R009,11919,Cappuccino
T0739,C00558,R028,5240,Bagel
T0739,C00558,R028,9092,Americano
T0739,C00558,R028,11069,Espresso
T0740,C00199,R002,11366,Latte
T0740,C00199,R002,4976,Mocha
T0741,C00862,R025,9587,Americano
T0741,C00862,R025,11531,Mocha
T0742,C00197,R010,8442,Bagel
T0742,C00197,R010,3653,Latte
T0742,C00197,R010,9948,Croissant
T0743,C00297,R018,4403,Muffin
T0743,C00297,R018,9927,Sandwich
T0743,C00297,R018,10380,Latte
T0744,C00561,R018,11081,Scone
T0744,C00561,R018,8942,Croissant
T0744,C00561,R018,11287,Espresso
T0745,C00192,R005,3773,Cappuccino
T0745,C00192,R005,6946,Espresso
T0746,C00322,R017,8882,Cappuccino
T0746,C00322,R017,10340,Bagel
T0746,C00322,R017,8174,Croissant
T0747,C00203,R010,11295,Latte
T0747,C00203,R010,4586,Americano
T0748,C00510,R001,6950,Americano
T0748,C00510,R001,4155,Sandwich
T0749,C00844,R024,10253,Latte
T0749,C00844,R024,5221,Mocha
T0749,C00844,R024,3986,Croissant
T0750,C00649,R002,5219,Mocha
T0750,C00649,R002,4136,Espresso
T0751,C00786,R018,6025,Latte
T0751,C00786,R018,9696,Americano
T0752,C00603,R028,9672,Scone
T0752,C00603,R028,5072,Croissant
T0753,C00276,R013,5902,Americano
T0753,C00276,R013,3606,Mocha
T0754,C00030,R022,8959,Mocha
T0754,C00030,R022,7888,Cappuccino
T0754,C00030,R022,8030,Croissant
T0755,C00816,R016,5409,Espresso
T0755,C00816,R016,8161,Sandwich
T0756,C00937,R029,10948,Croissant
T0756,C00937,R029,11111,Muffin
T0756,C00937,R029,3236,Espresso
T0757,C00491,R029,11697,Americano
T0757,C00491,R029,9931,Scone
T0757,C00491,R029,5621,Sandwich
T0758,C00385,R003,7752,Cappuccino
T0758,C00385,R003,7146,Scone
T0758,C00385,R003,5771,Bagel
T0759,C00804,R024,11076,Espresso
T0759,C00804,R024,9260,Croissant
T0760,C00201,R003,9010,Bagel
T0760,C00201,R003,10382,Espresso
T0760,C00201,R003,6775,Latte
T0761,C00194,R016,7949,Americano
T0761,C00194,R016,8233,Croissant
T0761,C00194,R016,11366,Cappuccino
T0762,C00844,R029,3070,Espresso
T0762,C00844,R029,5939,Scone
T0763,C00668,R023,10811,Cappuccino
T0763,C00668,R023,7232,Scone
T0764,C00690,R029,8804,Americano
T0764,C00690,R029,8668,Cappuccino
T0765,C00861,R027,6651,Latte
T0765,C00861,R027,7144,Scone
T0765,C00861,R027,3429,Espresso
T0766,C00449,R024,11718,Cappuccino
T0766,C00449,R024,5442,Muffin
T0767,C00373,R023,9469,Espresso
T0767,C00373,R023,3131,Scone
T0768,C00116,R014,10165,Sandwich
T0768,C00116,R014,11643,Bagel
T0768,C00116,R014,5387,Cappuccino
T0769,C00570,R004,5791,Mocha
T0769,C00570,R004,5691,Scone
T0770,C00569,R024,8388,Cappuccino
T0770,C00569,R024,7034,Americano
T0770,C00569,R024,3625,Scone
T0771,C00249,R015,11945,Cappuccino
T0771,C00249,R015,6973,Mocha
T0772,C00422,R019,6118,Muffin
T0772,C00422,R019,9248,Americano
T0773,C00049,R018,3089,Mocha
T0773,C00049,R018,5818,Latte
T0774,C00250,R029,10541,Bagel
T0774,C00250,R029,9149,Espresso
T0775,C00465,R001,9740,Americano
T0775,C00465,R001,3051,Mocha
T0776,C00097,R011,7961,Muffin
T0776,C00097,R011,3847,Bagel
T0776,C00097,R011,11660,Mocha
T0777,C00439,R001,10680,Croissant
T0777,C00439,R001,4362,Scone
T0777,C00439,R001,9360,Cappuccino
T0778,C00974,R030,11383,Bagel
T0778,C00974,R030,3497,Scone
T0778,C00974,R030,3443,Croissant
T0779,C00007,R010,4635,Cappuccino
T0779,C00007,R010,3808,Croissant
T0779,C00007,R010,4532,Scone
T0780,C00066,R024,6256,Latte
T0780,C00066,R024,11260,Muffin
T0781,C00511,R004,8329,Latte
T0781,C00511,R004,8606,Croissant
T0782,C00332,R001,11073,Mocha
T0782,C00332,R001,6692,Scone
T0783,C00650,R009,7919,Americano
T0783,C00650,R009,10620,Bagel
T0784,C00705,R025,11208,Mocha
T0784,C00705,R025,5844,Latte
T0785,C00941,R021,4239,Espresso
T0785,C00941,R021,11948,Croissant
T0786,C00532,R024,11532,Scone
T0786,C00532,R024,3860,Espresso
T0787,C00855,R013,3509,Espresso
T0787,C00855,R013,11417,Cappuccino
T0788,C00937,R012,8754,Mocha
T0788,C00937,R012,11159,Latte
T0789,C00200,R013,10006,Espresso
T0789,C00200,R013,4788,Scone
T0789,C00200,R013,9564,Muffin
T0790,C00821,R015,7609,Sandwich
T0790,C00821,R015,11004,Bagel
T0790,C00821,R015,5441,Scone
T0791,C00787,R013,10162,Mocha
T0791,C00787,R013,4425,Latte
T0791,C00787,R013,8070,Bagel
T0792,C00415,R012,5724,Sandwich
T0792,C00415,R012,7243,Bagel
T0792,C00415,R012,9563,Espresso
T0793,C00540,R005,3783,Americano
T0793,C00540,R005,8249,Mocha
T0793,C00540,R005,8026,Muffin
T0794,C00667,R008,4440,Espresso
T0794,C00667,R008,8741,Cappuccino
T0794,C00667,R008,5120,Latte
T0795,C00066,R018,3098,Espresso
T0795,C00066,R018,10996,Cappuccino
T0796,C00278,R005,4234,Muffin
T0796,C00278,R005,9132,Croissant
T0797,C00217,R018,10838,Mocha
T0797,C00217,R018,4985,Espresso
T0798,C00232,R030,10476,Croissant
T0798,C00232,R030,3706,Bagel
T0798,C00232,R030,8215,Sandwich
T0799,C00906,R009,8897,Muffin
T0799,C00906,R009,11363,Cappuccino
T0800,C00474,R021,7163,Mocha
T0800,C00474,R021,5617,Cappuccino
T0801,C00498,R017,3594,Sandwich
T0801,C00498,R017,4246,Croissant
T0802,C00639,R016,4211,Bagel
T0802,C00639,R016,8801,Scone
T0802,C00639,R016,6879,Mocha
T0803,C00519,R018,6785,Americano
T0803,C00519,R018,4228,Muffin
T0803,C00519,R018,5124,Bagel
T0804,C00497,R023,6794,Bagel
T0804,C00497,R023,10878,Mocha
T0804,C00497,R023,6778,Muffin
T0805,C00201,R030,10601,Latte
T0805,C00201,R030,4875,Mocha
T0805,C00201,R030,7101,Bagel
T0806,C00018,R012,10876,Sandwich
T0806,C00018,R012,11724,Muffin
T0806,C00018,R012,11216,Cappuccino
T0807,C00954,R024,3741,Sandwich
T0807,C00954,R024,3706,Croissant
T0808,C00006,R024,7490,Croissant
T0808,C00006,R024,6064,Espresso
T0808,C00006,R024,6525,Mocha
T0809,C00938,R016,3259,Scone
T0809,C00938,R016,7019,Mocha
T0809,C00938,R016,6698,Muffin
T0810,C00457,R024,11701,Latte
T0810,C00457,R024,9698,Muffin
T0810,C00457,R024,9447,Scone
T0811,C00224,R003,9413,Muffin
T0811,C00224,R003,5010,Scone
T0812,C00486,R016,8276,Croissant
T0812,C00486,R016,9773,Sandwich
T0812,C00486,R016,4616,Cappuccino
T0813,C00419,R001,4375,Scone
T0813,C00419,R001,3293,Latte
T0813,C00419,R001,9828,Bagel
T0814,C00723,R009,5723,Scone
T0814,C00723,R009,6077,Bagel
T0815,C00590,R009,9428,Bagel
T0815,C00590,R009,10650,Scone
T0816,C00233,R013,4798,Bagel
T0816,C00233,R013,11811,Scone
T0816,C00233,R013,10662,Muffin
T0817,C00427,R017,8291,Scone
T0817,C00427,R017,5327,Bagel
T0818,C00068,R002,3202,Americano
T0818,C00068,R002,6618,Mocha
T0819,C00254,R011,7167,Bagel
T0819,C00254,R011,8418,Scone
T0820,C00323,R015,9294,Bagel
T0820,C00323,R015,6264,Sandwich
T0821,C00376,R029,7679,Latte
T0821,C00376,R029,3015,Muffin
T0821,C00376,R029,6152,Cappuccino
T0822,C00049,R019,5782,Scone
T0822,C00049,R019,9225,Latte
T0823,C00801,R020,3557,Espresso
T0823,C00801,R020,4623,Sandwich
T0823,C00801,R020,3517,Scone
T0824,C00605,R006,5626,Sandwich
T0824,C00605,R006,7093,Mocha
T0825,C00826,R003,10215,Scone
T0825,C00826,R003,6203,Americano
T0825,C00826,R003,5181,Bagel
T0826,C00405,R029,7185,Sandwich
T0826,C00405,R029,3378,Scone
T0827,C00944,R023,6286,Latte
T0827,C00944,R023,9654,Bagel
T0827,C00944,R023,4455,Croissant
T0828,C00047,R004,4131,Espresso
T0828,C00047,R004,10861,Muffin
T0829,C00296,R003,11612,Bagel
T0829,C00296,R003,5711,Mocha
T0830,C00891,R021,3824,Cappuccino
T0830,C00891,R021,4819,Americano
T0831,C00148,R015,3378,Mocha
T0831,C00148,R015,8302,Scone
T0831,C00148,R015,7359,Americano
T0832,C00609,R018,3488,Cappuccino
T0832,C00609,R018,5468,Latte
T0832,C00609,R018,5684,Americano
T0833,C00461,R020,3969,Espresso
T0833,C00461,R020,3765,Scone
T0834,C00277,R025,9641,Croissant
T0834,C00277,R025,10530,Muffin
T0835,C00211,R029,8659,Scone
T0835,C00211,R029,4217,Americano
T0836,C00857,R019,8300,Latte
T0836,C00857,R019,3686,Croissant
T0837,C00284,R026,8518,Sandwich
T0837,C00284,R026,10464,Mocha
T0838,C00492,R015,10203,Muffin
T0838,C00492,R015,5309,Americano
T0838,C00492,R015,5410,Mocha
T0839,C00978,R020,11214,Americano
T0839,C00978,R020,6192,Bagel
T0839,C00978,R020,4357,Scone
T0840,C00438,R030,10410,Croissant
T0840,C00438,R030,4503,Espresso
T0841,C00560,R009,10489,Espresso
T0841,C00560,R009,8167,Sandwich
T0841,C00560,R009,8677,Americano
T0842,C00458,R001,7417,Espresso
T0842,C00458,R001,6536,Cappuccino
T0842,C00458,R001,5933,Croissant
T0843,C00536,R011,6918,Latte
T0843,C00536,R011,5011,Espresso
T0844,C00254,R009,3454,Scone
T0844,C00254,R009,7810,Bagel
T0844,C00254,R009,8648,Croissant
T0845,C00210,R007,6809,Cappuccino
T0845,C00210,R007,6612,Scone
T0845,C00210,R007,10793,Americano
T0846,C00094,R024,5752,Sandwich
T0846,C00094,R024,9638,Scone
T0847,C00775,R004,3152,Latte
T0847,C00775,R004,10348,Muffin
T0847,C00775,R004,7992,Cappuccino
T0848,C00648,R024,3659,Bagel
T0848,C00648,R024,10328,Muffin
T0848,C00648,R024,8746,Sandwich
T0849,C00565,R007,4606,Cappuccino
T0849,C00565,R007,8186,Muffin
T0849,C00565,R007,4189,Mocha
T0850,C00771,R030,8764,Muffin
T0850,C00771,R030,6085,Bagel
T0850,C00771,R030,4201,Latte
T0851,C00369,R009,6731,Sandwich
T0851,C00369,R009,3303,Mocha
T0851,C00369,R009,5282,Espresso
T0852,C00118,R007,4942,Croissant
T0852,C00118,R007,8781,Espresso
T0853,C00536,R026,6336,Bagel
T0853,C00536,R026,6517,Americano
T0854,C00450,R011,7711,Mocha
T0854,C00450,R011,6470,Bagel
T0854,C00450,R011,4204,Sandwich
T0855,C00024,R011,5917,Mocha
T0855,C00024,R011,10557,Bagel
T0855,C00024,R011,8734,Scone
T0856,C00816,R025,8370,Mocha
T0856,C00816,R025,5884,Scone
T0857,C00702,R004,6253,Muffin
T0857,C00702,R004,8042,Americano
T0857,C00702,R004,11986,Espresso
T0858,C00654,R027,11084,Mocha
T0858,C00654,R027,8457,Latte
T0858,C00654,R027,11495,Scone
T0859,C00177,R018,6768,Espresso
T0859,C00177,R018,3936,Sandwich
T0859,C00177,R018,8903,Muffin
T0860,C00862,R027,3828,Mocha
T0860,C00862,R027,9390,Latte
T0860,C00862,R027,9159,Sandwich
T0861,C00164,R011,4029,Americano
T0861,C00164,R011,11494,Croissant
T0861,C00164,R011,5842,Cappuccino
T0862,C00253,R023,11498,Muffin
T0862,C00253,R023,4323,Scone
T0863,C00817,R021,6545,Americano
T0863,C00817,R021,6561,Cappuccino
T0863,C00817,R021,5055,Mocha
T0864,C00092,R011,8791,Latte
T0864,C00092,R011,9472,Muffin
T0864,C00092,R011,4854,Sandwich
T0865,C00381,R009,5118,Mocha
T0865,C00381,R009,9247,Scone
T0866,C00098,R020,4634,Americano
T0866,C00098,R020,4510,Bagel
T0867,C00074,R019,7214,Espresso
T0867,C00074,R019,11815,Cappuccino
T0867,C00074,R019,9284,Croissant
T0868,C00893,R014,3863,Americano
T0868,C00893,R014,9517,Espresso
T0868,C00893,R014,11192,Mocha
T0869,C00620,R023,7630,Latte
T0869,C00620,R023,6825,Cappuccino
T0869,C00620,R023,5640,Muffin
T0870,C00284,R022,5644,Cappuccino
T0870,C00284,R022,5796,Croissant
T0871,C00705,R021,7801,Latte
T0871,C00705,R021,8123,Cappuccino
T0872,C00997,R029,9458,Mocha
T0872,C00997,R029,8441,Croissant
T0872,C00997,R029,11367,Americano
T0873,C00819,R030,6434,Bagel
