transaction_id,cinema_id,movie_id,ticket_sales,date,time,purchase_channel
604,11,5,1,2023-06-30,16:30,Online
605,28,6,3,2023-01-29,16:30,Offline
606,5,17,1,2023-07-21,12:00,Mobile
607,16,16,3,2023-12-09,14:30,Online
608,27,14,1,2023-05-29,20:30,Offline
609,7,12,1,2023-02-03,20:00,Mobile
610,23,8,3,2023-08-23,22:30,Offline
611,29,15,3,2023-07-20,13:30,Mobile
612,2,17,3,2023-12-20,12:00,Online
613,7,14,3,2023-04-01,16:30,Mobile
614,30,16,3,2023-11-29,14:00,Offline
615,10,13,2,2023-04-23,12:30,Mobile
616,10,10,2,2023-05-16,21:30,Offline
617,22,6,4,2023-04-17,21:30,Online
618,5,11,1,2023-02-21,21:00,Online
619,27,5,3,2023-01-12,20:00,Online
620,11,3,2,2023-02-12,10:30,Mobile
621,27,10,2,2023-04-21,16:30,Mobile
622,8,1,1,2023-09-01,13:30,Mobile
623,10,19,4,2023-12-11,13:00,Offline
624,9,13,1,2023-05-06,17:30,Mobile
625,15,10,4,2023-08-12,13:00,Online
626,24,4,1,2023-01-30,15:00,Offline
627,13,7,2,2023-09-27,12:30,Offline
628,17,5,2,2023-10-18,19:00,Mobile
629,22,6,1,2023-05-05,19:00,Online
630,20,2,1,2023-10-26,20:30,Mobile
631,25,20,2,2023-06-06,10:00,Online
632,30,1,1,2023-12-14,19:00,Mobile
633,7,6,3,2023-05-20,18:00,Offline
634,2,1,4,2023-10-20,10:30,Offline
635,29,6,2,2023-10-29,19:00,Online
636,30,15,2,2023-09-17,17:30,Mobile
637,29,2,2,2023-08-17,14:00,Online
638,10,15,4,2023-06-09,21:30,Mobile
639,21,15,2,2023-05-09,14:00,Mobile
640,14,1,3,2023-06-27,21:30,Online
641,26,9,3,2023-04-09,20:00,Online
642,10,3,3,2023-07-04,13:30,Offline
643,8,17,2,2023-05-09,15:30,Online
644,26,4,4,2023-08-04,15:00,Online
645,3,1,2,2023-09-22,14:00,Mobile
646,8,10,4,2023-07-11,17:30,Mobile
647,13,6,2,2023-12-19,20:30,Offline
648,21,19,4,2023-10-31,20:00,Mobile
649,29,7,1,2023-10-20,21:00,Offline
650,13,7,1,2023-09-09,12:30,Online
651,30,17,2,2023-10-14,14:30,Offline
652,25,16,1,2023-10-14,16:00,Offline
653,7,17,2,2023-11-02,19:00,Mobile
654,13,11,4,2023-10-06,13:30,Offline
655,3,3,1,2023-11-01,18:00,Mobile
656,25,18,3,2023-05-15,19:00,Offline
657,29,8,1,2023-04-08,15:00,Online
658,1,10,1,2023-06-04,21:30,Online
659,1,18,1,2023-02-13,19:30,Offline
660,4,11,4,2023-11-29,15:00,Online
661,20,1,2,2023-02-26,14:30,Online
662,15,17,1,2023-12-17,19:00,Mobile
663,9,5,2,2023-12-13,13:00,Online
664,9,14,3,2023-04-17,15:00,Online
665,26,20,1,2023-05-11,20:30,Offline
666,10,18,2,2023-11-28,16:30,Mobile
667,24,10,1,2023-08-02,15:00,Online
668,23,10,1,2023-11-10,13:00,Offline
669,6,16,2,2023-03-20,20:00,Online
670,12,5,1,2023-03-22,13:30,Offline
671,2,7,3,2023-08-29,17:30,Offline
672,17,1,2,2023-02-17,17:30,Online
673,4,16,1,2023-10-23,19:00,Offline
674,8,10,1,2023-05-13,14:30,Online
675,4,17,3,2023-01-03,13:00,Online
676,15,19,4,2023-10-19,20:30,Online
677,3,11,1,2023-05-08,16:30,Mobile
678,15,15,1,2023-05-31,21:30,Online
679,18,18,3,2023-01-11,19:30,Offline
680,6,12,3,2023-05-12,21:00,Online
681,3,10,3,2023-04-06,10:00,Offline
682,2,15,2,2023-03-04,15:00,Offline
683,29,2,4,2023-04-11,16:30,Online
684,17,13,2,2023-01-26,22:00,Mobile
685,23,15,3,2023-12-09,17:00,Online
686,4,5,3,2023-10-08,12:00,Online
687,25,20,4,2023-10-28,12:00,Offline
688,8,9,3,2023-08-01,10:00,Online
689,20,13,2,2023-04-13,12:00,Online
690,9,18,1,2023-12-29,20:30,Mobile
691,23,5,1,2023-08-07,13:00,Online
692,29,10,3,2023-09-13,10:30,Mobile
693,17,12,4,2023-04-19,13:00,Offline
694,27,9,4,2023-05-01,15:00,Online
695,27,14,4,2023-09-24,13:00,Mobile
696,22,15,2,2023-07-05,18:00,Mobile
697,12,15,2,2023-05-29,20:00,Mobile
698,4,2,4,2023-07-16,20:30,Online
699,17,10,3,2023-12-20,14:30,Mobile
700,30,17,1,2023-06-21,17:00,Online
701,11,14,2,2023-05-02,21:00,Online
702,22,8,3,2023-11-24,20:30,Mobile
703,16,18,4,2023-11-25,21:30,Online
704,4,20,3,2023-11-19,11:00,Online
705,16,11,3,2023-06-07,11:30,Online
706,14,17,3,2023-01-16,10:30,Mobile
707,11,3,3,2023-04-13,19:00,Offline
708,6,5,1,2023-06-10,18:30,Mobile
709,29,7,1,2023-10-16,19:00,Offline
710,6,12,3,2023-07-22,18:30,Offline
711,25,11,3,2023-09-15,12:00,Mobile
712,13,13,3,2023-06-27,12:00,Offline
713,4,14,3,2023-04-14,18:00,Offline
714,16,10,2,2023-03-19,22:00,Mobile
715,18,6,1,2023-07-03,10:00,Mobile
716,11,1,1,2023-08-26,21:30,Online
717,15,7,2,2023-08-01,22:00,Offline
718,20,10,2,2023-04-12,21:00,Mobile
719,3,15,2,2023-05-06,21:00,Offline
720,27,18,2,2023-03-22,20:30,Offline
721,30,13,3,2023-05-13,17:00,Mobile
722,8,9,3,2023-09-16,18:30,Offline
723,23,7,3,2023-12-27,10:30,Mobile
724,8,18,2,2023-10-27,21:30,Online
725,17,8,2,2023-11-28,11:00,Mobile
726,25,19,2,2023-02-07,10:30,Offline
727,10,3,2,2023-01-03,17:00,Online
728,14,2,2,2023-05-03,22:30,Offline
729,19,5,2,2023-12-28,14:00,Online
730,6,5,3,2023-04-05,16:00,Online
731,28,7,3,2023-06-20,11:00,Online
732,28,6,1,2023-03-07,14:00,Mobile
733,18,14,3,2023-05-03,13:30,Offline
734,13,12,1,2023-06-06,11:30,Mobile
735,17,19,4,2023-04-12,20:00,Online
736,2,7,3,2023-08-29,13:00,Offline
737,21,15,4,2023-04-01,15:00,Online
738,17,10,2,2023-11-06,18:30,Online
739,11,12,1,2023-09-19,12:30,Online
740,26,20,2,2023-06-21,13:00,Online
741,10,20,4,2023-12-02,18:00,Mobile
742,17,3,3,2023-02-12,10:00,Offline
743,3,10,1,2023-09-24,12:00,Offline
744,4,12,4,2023-04-19,14:00,Offline
745,13,7,4,2023-08-14,14:00,Offline
746,27,8,2,2023-09-14,10:30,Mobile
747,6,19,1,2023-06-16,11:00,Mobile
748,29,17,4,2023-07-20,22:30,Online
749,15,11,4,2023-09-12,15:30,Mobile
750,16,12,1,2023-01-15,17:00,Online
751,20,18,2,2023-01-19,12:00,Offline
752,23,5,2,2023-04-15,14:00,Online
753,19,10,4,2023-10-20,13:00,Mobile
754,22,17,2,2023-07-01,22:30,Online
755,3,9,4,2023-10-16,13:30,Offline
756,1,11,4,2023-05-14,18:30,Mobile
757,10,4,3,2023-04-13,15:30,Mobile
758,5,4,4,2023-09-02,22:30,Online
759,26,1,1,2023-09-04,22:00,Online
760,21,4,3,2023-07-23,15:30,Offline
761,7,9,1,2023-05-15,11:30,Online
762,28,11,1,2023-04-30,12:00,Online
763,19,4,1,2023-05-14,17:00,Mobile
764,9,3,1,2023-09-15,20:00,Offline
765,11,11,2,2023-05-07,22:30,Offline
766,25,4,3,2023-10-10,12:00,Mobile
767,12,18,1,2023-03-29,13:30,Online
768,20,14,1,2023-07-23,20:30,Offline
769,21,5,3,2023-04-13,17:30,Mobile
770,28,9,3,2023-11-19,18:00,Online
771,17,11,1,2023-10-11,14:30,Offline
772,19,4,2,2023-03-12,15:00,Offline
773,29,1,3,2023-12-12,12:30,Mobile
774,3,16,3,2023-10-28,11:00,Online
775,2,13,2,2023-08-16,16:30,Offline
776,25,16,2,2023-03-14,13:30,Mobile
777,22,6,1,2023-02-09,18:00,Offline
778,18,1,3,2023-07-29,14:30,Offline
779,11,18,2,2023-05-08,14:00,Offline
780,13,5,2,2023-11-28,17:00,Offline
781,11,5,1,2023-05-24,21:30,Online
782,26,14,4,2023-09-19,10:30,Offline
783,11,13,1,2023-02-02,10:30,Mobile
784,5,8,4,2023-09-07,21:30,Offline
785,23,1,2,2023-04-26,15:00,Online
786,8,14,2,2023-07-12,14:30,Mobile
787,20,4,1,2023-11-26,13:00,Online
788,18,15,4,2023-01-17,13:30,Online
789,1,19,1,2023-12-14,11:30,Online
790,13,5,3,2023-05-25,19:30,Mobile
791,22,16,1,2023-10-26,20:30,Mobile
792,1,11,3,2023-10-20,15:00,Online
793,11,17,3,2023-04-13,12:00,Online
794,10,14,4,2023-08-28,20:30,Offline
795,21,4,4,2023-12-08,22:30,Offline
796,5,4,2,2023-07-15,13:00,Online
797,16,4,2,2023-04-29,16:00,Mobile
798,19,10,2,2023-04-13,22:30,Offline
799,3,20,4,2023-09-22,18:00,Online
800,7,9,2,2023-05-16,21:30,Offline
801,17,14,3,2023-07-30,12:00,Mobile
802,18,4,4,2023-09-07,14:00,Online
803,2,13,3,2023-12-29,11:30,Mobile
804,22,15,2,2023-09-13,17:30,Mobile
805,24,8,2,2023-09-25,20:30,Online
806,19,12,1,2023-11-02,18:30,Offline
807,14,4,4,2023-02-07,14:30,Mobile
808,3,20,1,2023-05-11,15:00,Mobile
809,11,17,2,2023-12-17,21:00,Mobile
810,14,2,3,2023-05-30,12:30,Offline
811,23,19,4,2023-05-06,12:30,Online
812,19,9,1,2023-04-26,19:00,Offline
813,26,6,2,2023-05-03,12:30,Online
814,14,3,4,2023-08-01,18:30,Offline
815,3,8,2,2023-07-10,22:00,Online
816,28,8,2,2023-07-27,15:30,Online
817,18,9,1,2023-07-19,11:30,Mobile
818,16,10,3,2023-06-07,22:30,Offline
819,6,9,2,2023-04-10,18:00,Online
820,10,13,3,2023-04-30,14:00,Mobile
821,15,4,4,2023-09-08,13:00,Online
822,23,11,3,2023-06-21,12:00,Online
823,27,8,1,2023-10-06,17:30,Online
824,13,18,4,2023-12-24,20:00,Offline
825,1,14,4,2023-02-21,17:00,Mobile
826,19,7,2,2023-11-12,14:00,Mobile
827,21,19,4,2023-06-19,11:00,Offline
828,26,10,3,2023-11-30,14:30,Online
829,15,15,3,2023-02-05,14:30,Online
830,22,12,1,2023-11-11,11:30,Online
831,16,7,4,2023-08-15,17:30,Online
832,19,9,4,2023-10-13,22:30,Offline
833,30,1,3,2023-04-05,13:30,Mobile
834,2,11,3,2023-08-07,22:30,Online
835,23,20,1,2023-03-14,16:00,Online
836,4,15,2,2023-01-12,11:00,Offline
837,24,13,4,2023-01-12,22:00,Offline
838,30,18,1,2023-08-01,11:00,Mobile
839,12,17,4,2023-04-05,12:00,Online
840,22,9,3,2023-05-09,17:00,Mobile
841,8,12,1,2023-12-08,21:00,Mobile
842,2,18,2,2023-10-06,15:30,Offline
843,11,4,2,2023-08-06,22:00,Mobile
844,8,2,3,2023-11-06,21:30,Mobile
845,16,20,2,2023-03-22,13:00,Online
846,26,4,1,2023-01-21,15:30,Mobile
847,30,19,1,2023-08-20,22:00,Offline
848,24,17,2,2023-04-25,13:30,Online
849,23,6,2,2023-05-23,11:30,Offline
850,23,8,2,2023-09-04,16:30,Mobile
851,18,16,3,2023-09-20,15:30,Offline
852,19,15,3,2023-08-14,19:00,Online
853,17,19,4,2023-11-26,17:30,Offline
854,30,6,3,2023-02-17,21:00,Offline
855,25,1,3,2023-12-29,13:30,Online
856,18,9,4,2023-04-29,10:00,Offline
857,27,20,2,2023-05-17,11:00,Mobile
858,18,1,1,2023-11-08,10:00,Offline
859,4,11,4,2023-12-20,16:30,Offline
860,17,9,1,2023-12-31,19:00,Online
861,17,7,4,2023-05-07,11:00,Mobile
862,6,2,4,2023-08-15,20:30,Offline
863,8,20,3,2023-12-15,19:30,Mobile
864,16,6,3,2023-04-16,11:30,Offline
865,14,18,3,2023-11-07,10:30,Mobile
866,23,12,1,2023-09-22,14:30,Online
867,10,12,4,2023-10-11,16:30,Mobile
868,7,6,1,2023-08-04,14:00,Mobile
869,6,16,2,2023-10-19,13:30,Mobile
870,19,5,2,2023-09-02,15:30,Online
871,1,14,4,2023-02-11,22:30,Online
872,20,13,1,2023-03-31,14:30,Mobile
873,6,2,1,2023-12-01,16:30,Offline
874,11,2,1,2023-12-21,18:30,Mobile
875,25,5,3,2023-05-29,11:30,Online
876,26,5,2,2023-11-16,21:00,Online
877,1,14,4,2023-02-14,17:00,Offline
878,3,9,3,2023-04-20,21:00,Mobile
879,19,13,2,2023-10-02,14:30,Offline
880,28,19,4,2023-09-27,18:30,Mobile
881,23,17,2,2023-02-06,10:00,Mobile
882,23,6,1,2023-03-07,22:00,Mobile
883,12,11,2,2023-09-15,14:00,Offline
884,15,2,1,2023-08-21,19:30,Online
885,28,11,2,2023-02-15,12:30,Online
886,20,2,4,2023-01-27,10:00,Mobile
887,10,16,4,2023-07-25,21:30,Offline
888,27,2,2,2023-11-18,16:00,Online
889,23,17,4,2023-01-27,19:30,Online
890,1,20,2,2023-08-31,19:00,Online
891,21,15,4,2023-10-31,13:30,Online
892,19,4,1,2023-10-21,15:00,Offline
893,3,2,4,2023-01-24,21:00,Mobile
894,27,6,4,2023-12-16,10:30,Mobile
895,1,3,1,2023-10-31,17:00,Mobile
896,15,16,4,2023-05-03,19:30,Online
897,18,4,2,2023-10-26,19:00,Offline
898,8,5,1,2023-02-01,10:30,Mobile
899,12,20,3,2023-08-18,11:00,Offline
900,23,16,3,2023-09-15,13:00,Offline
901,4,11,3,2023-06-24,13:00,Online
902,21,19,3,2023-02-02,14:00,Online
903,20,15,4,2023-10-11,11:00,Offline
904,7,16,2,2023-09-05,22:30,Mobile
905,5,3,1,2023-11-23,20:30,Online
906,23,11,4,2023-04-18,12:00,Online
907,19,9,3,2023-10-13,18:00,Online
908,2,18,2,2023-11-22,18:00,Online
909,13,9,1,2023-12-04,19:00,Mobile
910,23,13,3,2023-02-14,21:00,Offline
911,18,17,4,2023-06-27,22:00,Mobile
912,29,10,3,2023-09-22,21:00,Online
913,5,16,4,2023-01-31,10:00,Offline
914,10,9,1,2023-07-03,12:30,Online
915,24,13,1,2023-07-28,10:30,Mobile
916,6,8,2,2023-09-18,12:00,Offline
917,20,14,1,2023-12-04,17:30,Online
918,11,12,3,2023-04-03,14:00,Online
919,27,17,1,2023-05-05,20:00,Mobile
920,13,4,1,2023-04-15,17:30,Mobile
921,23,9,1,2023-12-24,11:00,Mobile
922,21,1,1,2023-10-07,11:30,Mobile
923,26,2,1,2023-09-26,10:30,Offline
924,18,7,1,2023-03-02,17:00,Mobile
925,24,14,1,2023-04-11,18:30,Mobile
926,8,12,3,2023-12-29,19:30,Offline
927,9,3,4,2023-07-08,13:30,Online
928,18,16,4,2023-02-21,16:30,Offline
929,21,9,2,2023-02-12,14:00,Mobile
930,3,12,4,2023-08-01,12:00,Mobile
931,6,10,3,2023-09-15,19:30,Mobile
932,8,8,2,2023-11-06,22:30,Offline
933,19,1,4,2023-05-29,10:00,Offline
934,27,12,2,2023-07-21,20:00,Online
935,4,6,1,2023-03-03,12:30,Mobile
936,6,7,3,2023-05-08,15:00,Offline
937,2,10,1,2023-05-06,16:00,Online
938,24,8,3,2023-09-13,21:00,Mobile
939,14,16,2,2023-04-10,17:00,Online
940,19,2,4,2023-02-08,21:30,Offline
941,13,6,4,2023-07-01,11:30,Online
942,7,11,3,2023-02-02,19:00,Online
943,18,3,1,2023-12-29,21:30,Mobile
944,30,17,3,2023-01-20,20:00,Online
945,23,3,1,2023-01-28,10:30,Offline
946,20,16,2,2023-08-04,16:30,Mobile
947,25,10,2,2023-07-03,15:00,Mobile
948,11,7,2,2023-12-24,16:00,Online
949,26,19,2,2023-05-16,20:30,Online
950,6,19,2,2023-05-12,22:00,Mobile
951,10,3,4,2023-11-06,21:00,Offline
952,27,4,4,2023-07-10,13:00,Offline
953,13,14,2,2023-11-12,12:00,Offline
954,15,14,3,2023-12-30,17:30,Offline
955,2,13,2,2023-05-13,12:30,Mobile
956,4,19,2,2023-10-30,22:30,Online
957,17,15,1,2023-03-02,20:00,Online
958,12,20,2,2023-11-07,19:00,Offline
959,11,8,1,2023-03-18,15:30,Online
960,6,8,3,2023-06-30,14:00,Offline
961,2,6,3,2023-06-01,16:00,Offline
962,21,11,1,2023-09-13,10:00,Online
963,30,17,3,2023-01-03,13:00,Mobile
964,17,17,3,2023-06-18,21:30,Mobile
965,18,10,3,2023-04-12,19:00,Mobile
966,22,2,2,2023-05-05,14:00,Online
967,19,10,1,2023-04-08,10:00,Offline
968,8,5,4,2023-01-27,20:00,Online
969,27,14,1,2023-10-16,11:30,Online
970,1,1,2,2023-09-24,18:30,Offline
971,15,16,3,2023-09-02,11:30,Offline
972,4,8,4,2023-05-27,17:30,Mobile
973,1,7,3,2023-08-01,17:30,Offline
974,5,16,3,2023-01-19,22:00,Online
975,17,12,1,2023-05-03,15:00,Mobile
976,17,18,4,2023-11-21,14:00,Online
977,19,6,4,2023-11-11,16:30,Online
978,23,10,2,2023-01-05,14:00,Online
979,7,4,4,2023-01-04,13:00,Offline
980,8,8,3,2023-09-29,22:30,Mobile
981,26,16,3,2023-10-21,16:30,Online
982,7,20,3,2023-03-04,10:30,Online
983,17,3,1,2023-03-29,17:30,Mobile
984,3,3,1,2023-06-01,22:00,Online
985,14,11,4,2023-05-24,18:00,Online
986,24,12,1,2023-04-20,13:30,Online
987,10,20,2,2023-08-07,22:30,Mobile
988,18,18,2,2023-02-16,18:30,Mobile
989,17,1,4,2023-11-27,21:30,Online
990,24,6,2,2023-08-04,16:30,Online
991,11,3,1,2023-07-02,11:00,Online
992,20,8,2,2023-03-28,10:30,Mobile
993,14,12,2,2023-10-06,16:30,Mobile
994,23,12,4,2023-09-27,18:00,Offline
995,24,1,1,2023-02-26,16:30,Mobile
996,22,3,3,2023-03-09,12:30,Mobile
997,2,13,4,2023-07-31,16:00,Offline
998,21,15,1,2023-03-15,21:30,Online
999,12,13,2,2023-11-30,15:00,Offline
1000,8,4,2,2023-11-20,14:00,Mobile
